Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,total_duration,total_pages,avg_duration_per_page,product_page_ratio,productrelated_intent,total_duration_level,is_returning
4,118.7,0,0.0,3,89.5,0.0,0.047619048,0.0,0.0,11,3,2,1,4,Returning_Visitor,0,0,208.2,7,29.74,0.42857142857142855,low,low,1
13,266.047619,9,985.4833333,179,11492.20838,0.020689931,0.028728531,0.0,0.0,6,1,1,1,3,Returning_Visitor,0,0,12743.74,201,63.4,0.8905472636815921,very_high,very_high,1
1,383.8,0,0.0,11,92.4,0.0,0.016666667,0.0,0.0,7,2,2,9,2,New_Visitor,0,0,476.2,12,39.68,0.9166666666666666,low,medium,0
5,91.0,2,232.8,246,9227.371429,0.006425703,0.024959839,0.0,0.0,10,4,1,4,3,Returning_Visitor,1,0,9551.17,253,37.75,0.9723320158102767,very_high,very_high,1
4,365.0333333,0,0.0,9,461.7333333,0.026666667,0.032991453,33.60744027,0.0,8,2,2,1,2,Returning_Visitor,0,0,826.77,13,63.6,0.6923076923076923,medium,high,1
8,98.4,0,0.0,16,156.3333333,0.0,0.007843137,0.0,0.0,10,2,2,3,1,Returning_Visitor,0,0,254.73,24,10.61,0.6666666666666666,low,medium,1
3,78.6,0,0.0,2,18.2,0.0,0.02,0.0,0.0,7,3,2,3,2,New_Visitor,1,1,96.8,5,19.36,0.4,low,low,0
2,13.0,0,0.0,66,2061.926508,0.013235294,0.014202682,0.0,0.0,7,3,2,6,3,Returning_Visitor,0,0,2074.93,68,30.51,0.9705882352941176,very_high,very_high,1
0,0.0,0,0.0,4,226.8,0.04,0.06,12.83702398,0.0,11,1,1,6,2,Returning_Visitor,0,1,226.8,4,56.7,1.0,medium,medium,1
0,0.0,0,0.0,5,116.6666667,0.04,0.05,0.0,0.0,10,3,2,1,3,Returning_Visitor,1,0,116.67,5,23.33,1.0,low,low,1
1,109.8,0,0.0,17,418.8233333,0.0,0.001388889,0.0,0.0,10,2,4,1,3,New_Visitor,0,0,528.62,18,29.37,0.9444444444444444,medium,medium,0
1,5.0,2,31.7,6,104.25,0.0,0.007407407,0.0,0.0,6,2,5,7,11,New_Visitor,0,0,140.95,9,15.66,0.6666666666666666,low,low,0
10,163.425,0,0.0,73,1077.511667,0.0,0.005833333,0.0,0.0,11,2,2,5,4,Returning_Visitor,0,0,1240.94,83,14.95,0.8795180722891566,high,high,1
0,0.0,0,0.0,17,1926.133333,0.011764706,0.027647059,0.0,0.0,11,2,2,4,1,Returning_Visitor,0,0,1926.13,17,113.3,1.0,very_high,very_high,1
6,184.32,0,0.0,8,163.22,0.0,0.018181818,0.0,0.0,11,1,1,1,2,New_Visitor,0,0,347.54,14,24.82,0.5714285714285714,low,medium,0
2,13.1,0,0.0,62,5556.932698,0.0,0.020625,4.964521194,0.0,9,2,2,3,2,Returning_Visitor,1,0,5570.03,64,87.03,0.96875,very_high,very_high,1
2,132.4,0,0.0,11,296.3,0.0,0.015384615,0.0,0.0,9,2,4,3,2,New_Visitor,0,0,428.7,13,32.98,0.8461538461538461,medium,medium,0
4,39.48,0,0.0,33,549.78,0.0,0.005555556,0.0,0.0,9,3,2,4,1,New_Visitor,0,0,589.26,37,15.93,0.8918918918918919,medium,medium,0
11,211.0333333,3,173.2333333,62,1340.676667,0.000391389,0.019726027,17.42324027,0.0,8,2,2,7,2,Returning_Visitor,0,0,1724.94,76,22.7,0.8157894736842105,high,very_high,1
3,51.8,0,0.0,23,864.0071429,0.0,0.008,13.52088614,0.0,11,2,4,5,2,Returning_Visitor,0,0,915.81,26,35.22,0.8846153846153846,high,high,1
15,309.6333333,2,45.8,50,2230.986667,0.0,0.004371585,40.77935433,0.0,11,2,2,4,2,Returning_Visitor,0,1,2586.42,67,38.6,0.746268656716418,very_high,very_high,1
1,67.4,0,0.0,14,590.5533333,0.0,0.007142857,38.06520001,0.0,8,2,2,1,5,New_Visitor,0,1,657.95,15,43.86,0.9333333333333333,medium,medium,0
1,28.2,0,0.0,1,0.0,0.0,0.05,0.0,0.0,9,1,1,1,5,New_Visitor,0,1,28.2,2,14.1,0.5,low,low,0
1,15.2,1,13.0,39,1706.119697,0.010365854,0.030371661,5.251288882,0.0,6,2,2,2,2,Returning_Visitor,1,0,1734.32,41,42.3,0.9512195121951219,very_high,very_high,1
5,46.8,0,0.0,33,743.2666667,0.005,0.021666667,0.0,0.0,11,2,2,4,1,Returning_Visitor,1,0,790.07,38,20.79,0.868421052631579,high,high,1
15,584.2,0,0.0,73,2693.963452,0.0,0.001298701,0.0,0.0,11,3,2,4,13,Returning_Visitor,0,0,3278.16,88,37.25,0.8295454545454546,very_high,very_high,1
9,356.7464198,4,1109.533333,81,6847.936896,0.015227273,0.022982896,5.046329077,0.0,10,1,1,3,1,Returning_Visitor,0,0,8314.22,94,88.45,0.8617021276595744,very_high,very_high,1
2,32.2,0,0.0,11,222.5,0.0,0.015384615,0.0,0.0,8,2,2,1,4,Returning_Visitor,1,1,254.7,13,19.59,0.8461538461538461,medium,medium,1
0,0.0,0,0.0,4,123.3,0.0,0.0,67.98927956,0.0,10,1,1,1,2,Returning_Visitor,0,1,123.3,4,30.82,1.0,low,low,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,1,1,3,2,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
11,604.73,0,0.0,63,1276.843158,0.0,0.006712329,0.0,0.0,7,2,2,8,6,New_Visitor,0,1,1881.57,74,25.43,0.8513513513513513,high,very_high,0
4,464.5,0,0.0,9,635.7238095,0.0,0.002777778,0.0,0.0,7,1,1,3,2,New_Visitor,0,0,1100.22,13,84.63,0.6923076923076923,high,high,0
6,240.9,2,201.4,237,9437.769068,0.010204082,0.030380952,1.453831135,0.0,6,2,4,3,1,Returning_Visitor,0,1,9880.07,245,40.33,0.9673469387755103,very_high,very_high,1
1,32.2,0,0.0,17,876.4285714,0.0,0.0040625,0.0,0.0,7,3,2,1,3,Returning_Visitor,0,1,908.63,18,50.48,0.9444444444444444,high,high,1
6,102.5,0,0.0,23,351.0333333,0.0,0.015517241,0.0,0.0,10,1,1,1,4,Returning_Visitor,0,0,453.53,29,15.64,0.7931034482758621,medium,medium,1
1,16.2,0,0.0,42,1369.7,0.0,0.01969697,11.33037122,0.0,7,2,5,3,3,Returning_Visitor,0,0,1385.9,43,32.23,0.9767441860465116,high,high,1
3,77.6,0,0.0,3,8.0,0.033333333,0.066666667,0.0,0.0,6,2,2,6,2,Returning_Visitor,0,0,85.6,6,14.27,0.5,low,low,1
2,150.6,0,0.0,86,2554.562381,0.023255814,0.041100372,0.0,0.0,9,2,2,1,1,Returning_Visitor,0,0,2705.16,88,30.74,0.9772727272727273,very_high,very_high,1
3,94.0,2,44.2,56,1430.208205,0.02,0.030388889,0.0,0.0,11,2,2,9,3,Returning_Visitor,0,0,1568.41,61,25.71,0.9180327868852459,high,high,1
1,4.333333333,0,0.0,3,14.33333333,0.006666667,0.074444444,0.0,0.0,6,4,2,1,5,Returning_Visitor,1,1,18.67,4,4.67,0.75,low,low,1
5,72.57333333,10,208.6,27,1091.323333,0.005,0.029166667,0.0,0.0,9,2,2,1,2,Returning_Visitor,0,1,1372.5,42,32.68,0.6428571428571429,high,high,1
4,85.6,0,0.0,1,5.0,0.0,0.033333333,0.0,0.0,9,2,4,1,5,New_Visitor,0,1,90.6,5,18.12,0.2,low,low,0
9,233.6224044,0,0.0,35,1941.066667,0.01255814,0.02917153,0.0,0.0,8,3,2,7,2,Returning_Visitor,0,0,2174.69,44,49.42,0.7954545454545454,very_high,very_high,1
0,0.0,0,0.0,5,190.6,0.0,0.02,0.0,0.0,7,2,2,5,1,Returning_Visitor,1,0,190.6,5,38.12,1.0,medium,low,1
0,0.0,0,0.0,40,1161.9,0.055,0.08,0.0,0.0,9,1,8,6,1,Returning_Visitor,0,0,1161.9,40,29.05,1.0,high,high,1
4,102.6,0,0.0,34,2633.4,0.018974359,0.020989011,0.0,0.0,9,1,1,3,4,Returning_Visitor,0,0,2736.0,38,72.0,0.8947368421052632,very_high,very_high,1
5,109.6,1,3.0,29,1980.266667,0.006060606,0.026262626,0.0,0.0,7,2,2,1,4,Returning_Visitor,0,1,2092.87,35,59.8,0.8285714285714286,very_high,very_high,1
1,6.0,0,0.0,27,1496.466667,0.04691358,0.069982363,7.468469311,0.0,7,3,2,3,1,Returning_Visitor,1,0,1502.47,28,53.66,0.9642857142857143,very_high,high,1
0,0.0,0,0.0,21,344.1714286,0.007017544,0.007017544,13.59007196,0.0,10,1,1,3,2,Returning_Visitor,0,1,344.17,21,16.39,1.0,medium,medium,1
3,35.4,0,0.0,38,937.8075758,0.01025641,0.039316239,0.0,0.0,7,3,2,1,1,Returning_Visitor,0,0,973.21,41,23.74,0.926829268292683,high,high,1
4,46.3,0,0.0,2,22.83333333,0.0,0.033333333,0.0,0.0,11,2,2,6,2,New_Visitor,1,1,69.13,6,11.52,0.3333333333333333,low,low,0
7,611.0333333,2,13.0,81,1719.375714,0.004494382,0.009737828,6.49444108,0.0,10,1,1,6,2,Returning_Visitor,1,0,2343.41,90,26.04,0.9,very_high,very_high,1
5,95.1,4,116.8,53,1696.567619,0.003508772,0.017602339,0.0,0.0,10,2,2,5,2,Returning_Visitor,0,0,1908.47,62,30.78,0.8548387096774194,very_high,very_high,1
0,0.0,0,0.0,24,445.9,0.058333333,0.079166667,0.0,0.0,8,2,4,1,1,Returning_Visitor,0,0,445.9,24,18.58,1.0,medium,medium,1
4,50.9,0,0.0,60,2686.402922,0.016666667,0.022713675,0.0,0.0,10,2,4,5,4,Returning_Visitor,0,0,2737.3,64,42.77,0.9375,very_high,very_high,1
0,0.0,0,0.0,13,852.2,0.164230769,0.18034188,0.0,0.0,8,3,2,4,13,Returning_Visitor,0,0,852.2,13,65.55,1.0,high,high,1
1,81.6,0,0.0,42,2017.520714,0.0,0.023696145,0.0,0.0,10,2,2,1,2,Returning_Visitor,1,0,2099.12,43,48.82,0.9767441860465116,very_high,very_high,1
0,0.0,0,0.0,25,1978.7,0.032,0.06,0.0,0.0,8,2,2,1,3,Returning_Visitor,0,0,1978.7,25,79.15,1.0,very_high,very_high,1
2,43.4,2,16.2,31,1279.806667,0.006857143,0.02952381,0.0,0.0,9,1,1,3,2,Returning_Visitor,1,0,1339.41,35,38.27,0.8857142857142857,high,high,1
0,0.0,0,0.0,2,65.4,0.0,0.1,0.0,0.0,7,2,2,9,13,Returning_Visitor,1,0,65.4,2,32.7,1.0,low,low,1
5,74.6,3,43.4,67,1207.653333,0.020833333,0.047826279,0.0,0.0,8,2,2,6,1,Returning_Visitor,0,0,1325.65,75,17.68,0.8933333333333333,high,high,1
4,822.7666667,0,0.0,17,1229.466667,0.0,0.041269841,0.0,0.0,6,2,2,1,16,Returning_Visitor,0,1,2052.23,21,97.73,0.8095238095238095,high,very_high,1
1,71.6,0,0.0,7,286.7,0.0,0.008333333,0.0,0.0,8,1,1,7,3,New_Visitor,0,0,358.3,8,44.79,0.875,medium,medium,0
0,0.0,0,0.0,7,71.6,0.028571429,0.071428571,0.0,0.0,11,1,1,9,4,Returning_Visitor,0,0,71.6,7,10.23,1.0,low,low,1
10,664.0866667,3,18.5,26,1494.053333,0.021212121,0.028542569,20.35484005,0.0,11,3,2,1,20,Returning_Visitor,0,0,2176.64,39,55.81,0.6666666666666666,very_high,very_high,1
1,19.2,0,0.0,22,443.8333333,0.0,0.002380952,0.0,0.0,11,1,1,2,3,Returning_Visitor,0,0,463.03,23,20.13,0.9565217391304348,medium,medium,1
4,34.4,0,0.0,12,189.4333333,0.0,0.014285714,0.0,0.0,9,2,10,4,4,New_Visitor,0,0,223.83,16,13.99,0.75,medium,medium,0
0,0.0,0,0.0,22,817.9590698,0.056060606,0.079518398,0.0,0.0,9,3,2,3,1,Returning_Visitor,1,0,817.96,22,37.18,1.0,high,high,1
1,54.4,6,505.6,21,838.15,0.0,0.0,0.0,0.0,11,2,2,3,2,New_Visitor,1,0,1398.15,28,49.93,0.75,high,high,0
1,0.0,3,80.0,125,3835.564121,0.022076923,0.039945665,1.002042069,0.0,7,1,1,1,3,Returning_Visitor,0,1,3915.56,129,30.35,0.9689922480620154,very_high,very_high,1
1,13.0,0,0.0,28,611.94,0.0,0.006896552,0.0,0.0,9,3,2,1,1,Returning_Visitor,0,0,624.94,29,21.55,0.9655172413793104,high,medium,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,8,1,2,8,1,New_Visitor,0,0,0.0,2,0.0,1.0,low,low,0
2,126.3333333,0,0.0,11,401.0133333,0.0,0.022222222,45.12532172,0.0,11,1,1,3,2,Returning_Visitor,1,1,527.35,13,40.57,0.8461538461538461,medium,medium,1
13,869.1666667,2,28.2,97,2865.817778,0.009345794,0.024205607,0.0,0.0,10,2,6,1,1,Returning_Visitor,0,0,3763.18,112,33.6,0.8660714285714286,very_high,very_high,1
9,524.9333333,2,30.66666667,31,1157.444833,0.005698006,0.02881889,10.79674946,0.0,11,2,2,3,1,Returning_Visitor,1,0,1713.04,42,40.79,0.7380952380952381,high,very_high,1
3,44.22857143,0,0.0,13,311.79,0.0,0.002666667,34.03997536,0.0,6,2,2,1,5,New_Visitor,0,1,356.02,16,22.25,0.8125,medium,medium,0
0,0.0,0,0.0,7,238.9333333,0.0,0.014285714,0.0,0.0,9,2,2,4,2,Returning_Visitor,0,0,238.93,7,34.13,1.0,medium,medium,1
3,105.2,0,0.0,25,830.9366667,0.007142857,0.004285714,70.2595851,0.0,11,2,2,1,2,Returning_Visitor,0,0,936.14,28,33.43,0.8928571428571429,high,high,1
0,0.0,0,0.0,1,27.2,0.0,0.0,58.37208988,0.0,11,2,2,4,20,Returning_Visitor,0,1,27.2,1,27.2,1.0,low,low,1
1,0.0,0,0.0,28,2195.580952,0.0,0.021428571,8.391281758,0.0,10,1,1,3,2,Returning_Visitor,0,1,2195.58,29,75.71,0.9655172413793104,very_high,very_high,1
2,17.0,0,0.0,32,2026.2,0.0,0.029411765,1.332510752,0.0,10,2,2,3,1,Returning_Visitor,0,0,2043.2,34,60.09,0.9411764705882353,very_high,very_high,1
2,66.4,3,41.2,138,4031.561667,0.002857143,0.010238095,0.0,0.0,11,2,2,9,13,Returning_Visitor,0,0,4139.16,143,28.95,0.965034965034965,very_high,very_high,1
8,466.6166667,5,81.4,25,1220.175,0.02,0.040444444,0.0,0.0,8,3,2,3,2,Returning_Visitor,1,0,1768.19,38,46.53,0.6578947368421053,high,very_high,1
3,63.0,0,0.0,2,14.6,0.0,0.016666667,0.0,0.0,10,1,1,1,2,New_Visitor,0,0,77.6,5,15.52,0.4,low,low,0
6,93.9,0,0.0,19,323.3740476,0.024242424,0.032223645,19.39995042,0.0,9,2,2,3,1,Returning_Visitor,1,0,417.27,25,16.69,0.76,medium,medium,1
2,79.6,0,0.0,24,433.36,0.008333333,0.009722222,0.0,0.0,8,2,2,1,1,Returning_Visitor,0,0,512.96,26,19.73,0.9230769230769231,medium,medium,1
1,159.2,0,0.0,21,526.5,0.0,0.009090909,0.0,0.0,8,3,2,1,1,Returning_Visitor,1,0,685.7,22,31.17,0.9545454545454546,medium,high,1
2,34.4,0,0.0,18,379.6166667,0.035,0.059166667,0.0,0.0,7,2,2,6,1,Returning_Visitor,0,0,414.02,20,20.7,0.9,medium,medium,1
16,825.9400176,1,120.8,109,2110.422354,0.005177873,0.014936612,2.491316021,0.0,8,2,2,7,1,Returning_Visitor,0,0,3057.16,126,24.26,0.8650793650793651,very_high,very_high,1
3,49.75,0,0.0,20,547.4007937,0.0,0.011688312,15.06586317,0.0,11,3,2,5,2,Returning_Visitor,0,1,597.15,23,25.96,0.8695652173913043,medium,medium,1
0,0.0,3,12.0,21,330.0,0.069565217,0.091304348,0.0,0.0,6,2,2,4,13,Returning_Visitor,0,0,342.0,24,14.25,0.875,medium,medium,1
2,19.6,0,0.0,22,1089.5,0.0,0.026086957,0.0,0.0,10,2,5,1,3,Returning_Visitor,0,0,1109.1,24,46.21,0.9166666666666666,high,high,1
4,54.8,0,0.0,3,20.25714286,0.0,0.028571429,0.0,0.0,8,1,1,3,2,Returning_Visitor,0,0,75.06,7,10.72,0.42857142857142855,low,low,1
8,92.93333333,0,0.0,78,2063.642844,0.007407407,0.011934156,0.0,0.0,9,3,2,6,13,Returning_Visitor,0,0,2156.58,86,25.08,0.9069767441860465,very_high,very_high,1
4,246.8,0,0.0,13,175.7666667,0.04,0.053333333,0.0,0.0,9,3,2,1,1,Returning_Visitor,0,0,422.57,17,24.86,0.7647058823529411,low,medium,1
12,263.46,7,145.0,71,1683.744444,0.004878049,0.016666667,42.14163315,0.0,10,2,10,1,4,Returning_Visitor,0,0,2092.2,90,23.25,0.7888888888888889,very_high,very_high,1
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,7,1,1,4,4,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,41,4006.352857,0.009756098,0.014634146,48.99526482,0.0,8,2,2,7,2,Returning_Visitor,0,1,4006.35,41,97.72,1.0,very_high,very_high,1
9,551.7944444,4,124.2,94,5579.315873,0.0,0.007335491,0.0,0.0,6,2,2,5,2,New_Visitor,0,0,6255.31,107,58.46,0.8785046728971962,very_high,very_high,0
2,56.4,0,0.0,45,3166.333333,0.0,0.004891304,4.859624751,0.0,8,2,2,2,1,Returning_Visitor,1,0,3222.73,47,68.57,0.9574468085106383,very_high,very_high,1
6,90.1,0,0.0,35,643.05,0.0,0.015789474,0.0,0.0,10,1,1,3,4,Returning_Visitor,1,0,733.15,41,17.88,0.8536585365853658,high,high,1
4,62.9,5,482.4,4,128.5,0.0,0.018181818,0.0,0.0,9,2,2,1,5,New_Visitor,0,0,673.8,13,51.83,0.3076923076923077,low,medium,0
14,128.8095238,2,41.6,37,1584.770476,0.009302326,0.029296378,0.0,0.0,10,2,2,1,2,Returning_Visitor,0,0,1755.18,53,33.12,0.6981132075471698,very_high,very_high,1
10,148.9,0,0.0,25,692.22,0.038709677,0.039354839,0.0,0.0,10,1,1,7,1,Returning_Visitor,1,0,841.12,35,24.03,0.7142857142857143,high,high,1
2,94.6,1,108.8,42,1157.783333,0.0,0.032222222,0.0,0.0,10,2,4,1,1,Returning_Visitor,1,0,1361.18,45,30.25,0.9333333333333333,high,high,1
6,90.6,0,0.0,10,384.8,0.0,0.015384615,0.0,0.0,8,1,2,3,2,New_Visitor,1,0,475.4,16,29.71,0.625,medium,medium,0
4,71.2,0,0.0,6,178.8,0.0,0.014814815,0.0,0.0,8,1,1,1,5,New_Visitor,0,0,250.0,10,25.0,0.6,low,medium,0
4,45.7,1,0.0,13,94.6,0.041666667,0.070670996,0.0,0.0,7,3,2,2,4,Returning_Visitor,0,1,140.3,18,7.79,0.7222222222222222,low,low,1
8,164.4666667,0,0.0,3,26.7,0.022222222,0.044444444,0.0,0.0,10,3,2,4,4,New_Visitor,1,0,191.17,11,17.38,0.2727272727272727,low,low,0
9,352.2333333,0,0.0,49,2268.900677,0.0,0.017407407,0.0,0.0,8,1,2,9,2,Returning_Visitor,0,0,2621.13,58,45.19,0.8448275862068966,very_high,very_high,1
3,66.4,0,0.0,16,516.4785714,0.022222222,0.035555556,0.0,0.0,9,3,2,3,5,Returning_Visitor,0,0,582.88,19,30.68,0.8421052631578947,medium,medium,1
7,194.4,0,0.0,5,46.2,0.0125,0.0375,0.0,0.0,7,2,2,4,5,New_Visitor,0,0,240.6,12,20.05,0.4166666666666667,low,medium,0
0,0.0,0,0.0,8,257.4,0.0,0.028571429,0.0,0.0,7,2,2,1,1,Returning_Visitor,1,0,257.4,8,32.17,1.0,medium,medium,1
3,1178.6,4,124.8,18,1716.373333,0.008333333,0.016666667,0.0,0.0,7,2,5,6,1,Returning_Visitor,0,0,3019.77,25,120.79,0.72,very_high,very_high,1
1,12.0,0,0.0,22,380.8066667,0.019047619,0.013333333,0.0,0.0,7,1,2,3,2,Returning_Visitor,0,0,392.81,23,17.08,0.9565217391304348,medium,medium,1
0,0.0,0,0.0,30,1737.016667,0.034482759,0.048357964,1.444763592,0.0,6,3,2,4,3,Returning_Visitor,1,0,1737.02,30,57.9,1.0,very_high,very_high,1
2,34.2,0,0.0,32,929.91,0.006060606,0.026262626,0.0,0.0,8,1,1,3,3,Returning_Visitor,0,0,964.11,34,28.36,0.9411764705882353,high,high,1
0,0.0,0,0.0,5,158.6,0.0,0.013333333,0.0,0.0,7,1,1,4,4,Returning_Visitor,0,0,158.6,5,31.72,1.0,low,low,1
4,51.2,0,0.0,11,1297.25,0.014285714,0.054761905,18.65904914,0.0,10,2,2,2,4,Returning_Visitor,0,0,1348.45,15,89.9,0.7333333333333333,high,high,1
14,181.0733333,3,58.4,18,450.5066667,0.0,0.011111111,0.0,0.0,10,2,2,1,3,Returning_Visitor,1,0,689.98,35,19.71,0.5142857142857142,medium,high,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,7,3,2,1,1,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
7,169.35,2,182.2,29,1612.983333,0.005882353,0.013697479,0.0,0.0,11,2,2,8,2,Returning_Visitor,0,0,1964.53,38,51.7,0.7631578947368421,very_high,very_high,1
5,175.1,0,0.0,26,615.5595238,0.0,0.002083333,62.77367187,0.0,9,1,1,1,3,New_Visitor,1,1,790.66,31,25.51,0.8387096774193549,high,high,0
4,52.5,0,0.0,12,234.4,0.0,0.013333333,0.0,0.0,10,2,2,1,2,New_Visitor,0,0,286.9,16,17.93,0.75,medium,medium,0
5,269.8,0,0.0,8,312.3333333,0.0,0.01,0.0,0.0,11,1,1,9,4,Returning_Visitor,0,0,582.13,13,44.78,0.6153846153846154,medium,medium,1
11,369.8333333,4,109.8,150,5962.205556,0.005345912,0.015283019,0.0,0.0,6,2,2,5,2,Returning_Visitor,0,0,6441.84,165,39.04,0.9090909090909091,very_high,very_high,1
1,5.0,0,0.0,15,228.8,0.01875,0.06875,0.0,0.0,11,2,2,1,1,Returning_Visitor,0,0,233.8,16,14.61,0.9375,medium,medium,1
8,107.7,0,0.0,8,135.0666667,0.0,0.005128205,0.0,0.0,6,2,2,1,5,New_Visitor,0,0,242.77,16,15.17,0.5,low,medium,0
8,237.8326007,0,0.0,84,2759.135058,0.005681818,0.02926548,4.477838682,0.0,6,1,1,2,2,Returning_Visitor,0,0,2996.97,92,32.58,0.9130434782608695,very_high,very_high,1
1,6.0,0,0.0,10,506.4,0.0,0.02,0.0,0.0,9,1,1,3,5,New_Visitor,1,0,512.4,11,46.58,0.9090909090909091,medium,medium,0
6,93.3,0,0.0,70,2678.055238,0.0,0.005868545,0.0,0.0,7,2,2,1,2,Returning_Visitor,1,0,2771.36,76,36.47,0.9210526315789473,very_high,very_high,1
0,0.0,0,0.0,15,337.0,0.02,0.032222222,0.0,0.0,7,1,8,1,1,Returning_Visitor,0,0,337.0,15,22.47,1.0,medium,medium,1
3,343.0666667,0,0.0,63,1108.369762,0.0,0.002786596,7.826836353,0.0,8,2,10,1,2,Returning_Visitor,0,1,1451.44,66,21.99,0.9545454545454546,high,high,1
5,73.8,0,0.0,5,82.5,0.0,0.028571429,0.0,0.0,8,2,5,6,5,New_Visitor,0,0,156.3,10,15.63,0.5,low,low,0
6,161.52,0,0.0,14,295.6974359,0.0,0.026315789,0.0,0.0,11,3,2,8,2,Returning_Visitor,0,0,457.22,20,22.86,0.7,medium,medium,1
15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0.0,11,2,4,8,2,Returning_Visitor,0,0,3987.14,146,27.31,0.8904109589041096,very_high,very_high,1
4,83.6,0,0.0,42,3333.076068,0.011627907,0.027506986,0.0,0.0,8,1,2,1,2,Returning_Visitor,0,0,3416.68,46,74.28,0.9130434782608695,very_high,very_high,1
0,0.0,0,0.0,12,749.8,0.0,0.015384615,23.00459544,0.0,7,2,2,1,4,New_Visitor,0,1,749.8,12,62.48,1.0,high,high,0
0,0.0,0,0.0,75,2532.960656,0.004266667,0.030748538,0.0,0.0,8,1,6,1,1,Returning_Visitor,0,0,2532.96,75,33.77,1.0,very_high,very_high,1
1,55.4,0,0.0,28,630.6466667,0.0,0.016666667,12.58722248,0.0,9,2,4,7,4,Returning_Visitor,1,1,686.05,29,23.66,0.9655172413793104,high,high,1
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,7,3,2,1,13,Returning_Visitor,0,0,0.0,4,0.0,1.0,low,low,1
1,17.6,0,0.0,12,1192.866667,0.0,0.019230769,0.0,0.0,9,2,2,1,3,Returning_Visitor,0,0,1210.47,13,93.11,0.9230769230769231,high,high,1
6,81.12,0,0.0,26,2134.103333,0.0,0.014583333,13.38353821,0.0,7,2,2,1,6,Returning_Visitor,0,0,2215.22,32,69.23,0.8125,very_high,very_high,1
1,139.0,3,871.4,137,7672.152381,0.00177305,0.011631206,37.72031898,0.0,10,2,2,4,2,Returning_Visitor,0,1,8682.55,141,61.58,0.9716312056737588,very_high,very_high,1
2,50.4,0,0.0,14,497.8,0.011458333,0.018333333,0.0,0.0,9,3,6,1,2,Returning_Visitor,0,0,548.2,16,34.26,0.875,medium,medium,1
1,18.6,2,54.4,45,1390.40359,0.017021277,0.023262411,0.0,0.0,7,3,2,7,13,Returning_Visitor,1,0,1463.4,48,30.49,0.9375,high,high,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,8,1,1,3,1,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
1,36.3,0,0.0,1,0.0,0.053333333,0.093333333,0.0,0.0,9,3,2,3,6,Returning_Visitor,0,1,36.3,2,18.15,0.5,low,low,1
4,184.3666667,0,0.0,3,52.26666667,0.0,0.021212121,0.0,0.0,10,3,2,1,5,Returning_Visitor,0,0,236.63,7,33.8,0.42857142857142855,low,medium,1
0,0.0,3,114.8,22,583.0933333,0.0,0.015942029,2.749716646,0.0,9,1,1,3,1,Returning_Visitor,0,1,697.89,25,27.92,0.88,medium,high,1
0,0.0,0,0.0,2,35.2,0.0,0.1,0.0,0.0,6,2,2,2,3,Returning_Visitor,1,0,35.2,2,17.6,1.0,low,low,1
1,18.2,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,10,2,4,1,5,New_Visitor,0,0,18.2,1,18.2,0.0,low,low,0
8,185.0,0,0.0,12,368.9,0.00625,0.02375,0.0,0.0,10,3,2,1,13,Returning_Visitor,1,0,553.9,20,27.7,0.6,medium,medium,1
1,15.2,2,55.4,52,3019.805397,0.0,0.002724518,0.0,0.0,11,2,6,1,1,Returning_Visitor,0,0,3090.41,55,56.19,0.9454545454545454,very_high,very_high,1
19,902.16,2,39.2,27,1171.471429,0.0,0.019152047,16.43725303,0.0,11,2,5,1,5,Returning_Visitor,0,0,2112.83,48,44.02,0.5625,high,very_high,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,2,2,2,3,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
4,131.1,0,0.0,13,777.05,0.0,0.003921569,0.0,0.0,10,2,2,1,2,Returning_Visitor,0,0,908.15,17,53.42,0.7647058823529411,high,high,1
2,124.0,0,0.0,2,112.8,0.0,0.025,0.0,0.0,8,2,2,1,1,New_Visitor,0,0,236.8,4,59.2,0.5,low,medium,0
2,17.0,0,0.0,6,35.2,0.025,0.075,0.0,0.0,8,2,2,7,1,Returning_Visitor,0,0,52.2,8,6.52,0.75,low,low,1
3,100.92,0,0.0,9,168.02,0.0,0.045454545,0.0,0.0,10,3,2,1,1,Returning_Visitor,1,0,268.94,12,22.41,0.75,low,medium,1
